ranking_2025,nit,razon_social,supervisor,región,departamento_domicilio,ciudad_domicilio,ciiu,macrosector,ingresos_operacionales_2025,ganancia_pérdida_2025,total_activos_2025,total_pasivos_2025,total_patrimonio_2025,ingresos_operacionales_2024,ganancia_pérdida_2024,total_activos_2024,total_pasivos_2024,total_patrimonio_2024,ranking_20251
8183,890902061,IIVAN Y JAIRO LOPEZ SAS,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,MEDELLIN,G4643 - Comercio al por mayor de calzado,COMERCIO,28565931,-142779,18583654,7721437,10862217,28503928.0,59493.0,17029439.0,6024443.0,11004996.0,8183
8184,900826142,LABORATORIO OPTICO ALIENS SAS,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,"C3250 - Fabricación de instrumentos, aparatos y materiales médicos y odontológicos (incluido mobiliario)",MANUFACTURA,28560252,2126708,22143396,13831990,8311406,24949251.0,2860830.0,20238569.0,14053871.0,6184698.0,8184
8185,900930635,WHITMAN S A S,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,"C1410 - Confección de prendas de vestir, excepto prendas de piel",MANUFACTURA,28559887,2448746,21086230,8688830,12397400,26637521.0,2193318.0,14475271.0,6783882.0,7691389.0,8185
8186,800061774,MUEBLEIDEAS S.A.S.,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,MEDELLIN,C3110 - Fabricación de muebles,MANUFACTURA,28556767,4436519,31346832,4986124,26360708,28039614.0,7989434.0,36443214.0,8100312.0,28342902.0,8186
8187,900022256,TRUME S.A S,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,ENVIGADO-ANTIOQUIA,G4731 - Comercio al por menor de combustible para automotores,COMERCIO,28554658,575099,8430514,1439687,6990827,25912147.0,312409.0,8291850.0,1741792.0,6550058.0,8187
8188,900536711,GERMISEMILLAS SAS,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,COPACABANA-ANTIOQUIA,G4620 - Comercio al por mayor de materias primas agropecuarias; animales vivos,COMERCIO,28551786,2340197,24472840,19161580,5311260,24044137.0,984169.0,12683325.0,9412262.0,3271063.0,8188
8189,830041607,MILENIUM PLAZA SA,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,SERVICIOS,28541531,6214462,272590465,111429712,161160753,28281428.0,5483540.0,256472855.0,112302004.0,144170851.0,8189
8190,901337973,LUBRIPAC SAS,SUPERSOCIEDADES,PACÍFICO,CHOCÓ,ITSMINA-CHOCO,"G4732 - Comercio al por menor de lubricantes (aceites, grasas), aditivos y productos de limpieza para vehículos automotores",COMERCIO,28538433,813559,9230644,6423983,2806661,22018305.0,554472.0,4705124.0,2712022.0,1993102.0,8190
8191,900428564,ESOFT COLOMBIA SAS,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,J6202 - Actividades de consultoría informática y actividades de administración de instalaciones informáticas,SERVICIOS,28536307,881762,16076538,9920712,6155826,30259429.0,710791.0,17765235.0,12482526.0,5282709.0,8191
8192,860048182,INVERSIONES LIBRA S.A.,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,I5511 - Alojamiento en hoteles,SERVICIOS,28529074,2116367,153895270,52889080,101006190,27495058.0,3237460.0,155338410.0,53126623.0,102211787.0,8192
8193,900762687,ANTIOQUEÑA DE INCUBACION S.A.S.,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,MEDELLIN,A0145 - Cría de aves de corral,AGROPECUARIO,28527104,870778,51042409,31711808,19330601,21339833.0,900219.0,34843160.0,17280544.0,17562616.0,8193
8194,901592009,GHL OPCO SOCIEDAD POR ACCIONES SIMPLIFICADA,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,M7020 - Actividades de consultoría de gestión,SERVICIOS,28523542,15006220,39052874,21503119,17549755,25109903.0,13857553.0,46235945.0,29824730.0,16411215.0,8194
8195,805021222,TRANSPORTES ESPECIALES ACAR S.A.,SUPERTRANSPORTE,PACÍFICO,VALLE DEL CAUCA,SANTIAGO DE CALI,H4921 - Transporte de pasajeros,SERVICIOS,28522494,3049298,32624365,15025510,17598855,39012960.266,3834648.528,33967650.39,15583444.009,18384206.381,8195
8196,890704204,"EMPRESA DE ACUEDUCTO, ALCANTARILLADO Y ASEO DEL ESPINAL E.S.P.",SUPERSERVICIOS,CENTRO,TOLIMA,ESPINAL,"E3600 - Captación, tratamiento y distribución de agua",SERVICIOS,28522326,2065559,53202998,22945786,30257212,29487124.131,1907816.392,52013749.103,23787934.065,28225815.038,8196
8197,901671542,GESTIÓN DE INVERSIONES S.A.S,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,"K6499 - Otras actividades de servicio financiero, excepto las de seguros y pensiones n.c.p.",SERVICIOS,28512000,28094574,45805368,1421641,44383727,7883038.0,7965296.0,45882374.0,2839221.0,43043153.0,8197
8198,901759935,ACCOR LUXURY COLOMBIA S.A.S,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,I5511 - Alojamiento en hoteles,SERVICIOS,28503476,-11379383,49124161,54483708,-5359547,24741055.0,6009836.0,57075168.0,51055332.0,6019836.0,8198
8199,901129861,LA YUNTA S.A.S,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,"G4661 - Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos",COMERCIO,28495376,561070,16012034,6732871,9279163,46185761.0,1251836.0,19952116.0,11234023.0,8718093.0,8199
8200,813002544,BAHAMON JARAMILLO Y CIA. S. EN C.,SUPERSOCIEDADES,CARIBE,BOLÍVAR,CARTAGENA-BOLIVAR,F4220 - Construcción de proyectos de servicio público,CONSTRUCCIÓN,28493737,857317,39019511,32337754,6681757,15283625.0,867368.0,8386505.0,2562065.0,5824440.0,8200
8201,900127899,BREDE ARAQUE SAS,SUPERSOCIEDADES,CARIBE,CESAR,VALLEDUPAR-CESAR,G4731 - Comercio al por menor de combustible para automotores,COMERCIO,28493483,194274,3567895,2230680,1337215,27422998.0,62833.0,3035553.0,1892612.0,1142941.0,8201
8202,800251712,SOCIEDAD ARROCERA S A S,SUPERSOCIEDADES,LLANOS ORIENTALES,META,ACACIAS-META,C1051 - Elaboración de productos de molinería,MANUFACTURA,28477670,-706068,12978000,5003858,7974142,33545412.0,395759.0,18251380.0,9568231.0,8683149.0,8202
8203,900340824,ALEJANDRO GARZON SUAREZ SAS,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,"G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",COMERCIO,28477538,302629,24293205,9931126,14362079,28277837.0,231732.0,23659233.0,9599783.0,14059450.0,8203
8204,900424919,DYWIDAG S.A.S.,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,MEDELLIN,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,COMERCIO,28476806,606237,18005316,11145402,6859914,29545480.0,-420132.0,18799905.0,12546228.0,6253677.0,8204
8205,800115574,SERVICIOS Y ASESORIAS DEL LITORAL LTDA,SUPERSOCIEDADES,CARIBE,CESAR,VALLEDUPAR-CESAR,N7820 - Actividades de empresas de servicios temporales,SERVICIOS,28475034,261142,6523062,4312044,2211018,36977620.0,279235.0,6548728.0,4363798.0,2184930.0,8205
8206,900474647,OIL CASAN SAS,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,CUNDINAMARCA,MADRID-CUNDINAMARCA,C2592 - Tratamiento y revestimiento de metales; mecanizado,MANUFACTURA,28468205,2808430,22617363,3381639,19235724,21760714.0,1980526.0,21387144.0,4959850.0,16427294.0,8206
8207,901321095,JARAMILLO BERNAL S.A.S,SUPERSOCIEDADES,PACÍFICO,VALLE DEL CAUCA,PALMIRA-VALLE,G4731 - Comercio al por menor de combustible para automotores,COMERCIO,28467198,36084,481528,393831,87697,25460899.0,-5118.0,477992.0,425597.0,52395.0,8207
8208,900428311,INVERSIONES ARGOMEZ S.A.S,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,GUARNE-ANTIOQUIA,G4731 - Comercio al por menor de combustible para automotores,COMERCIO,28465094,916163,5586166,1383295,4202871,27550935.0,792340.0,4548019.0,1261311.0,3286708.0,8208
8209,901138297,CUIDAR SALUD BQ SAS,SUPERSOCIEDADES,CARIBE,ATLÁNTICO,PUERTO-COLOMBIA-ATLANTICO,Q8699 - Otras actividades de atención de la salud humana,SERVICIOS,28464620,3265257,43564627,4732737,38831890,31972797.0,6527600.0,,,,8209
8210,800244223,K&V INGENIERIA SAS,SUPERSOCIEDADES,CARIBE,ATLÁNTICO,GALAPA-ATLANTICO,C2790 - Fabricación de otros tipos de equipo eléctrico n.c.p.,MANUFACTURA,28457642,1125719,20528362,9235945,11292417,21864651.0,1061834.0,16661724.0,6495026.0,10166698.0,8210
8211,901537719,COMERCIALIZADORA SUMMA TEXTILES SAS,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,"G4641 - Comercio al por mayor de productos textiles, productos confeccionados para uso doméstico",COMERCIO,28452329,1375010,24718093,19818702,4899391,46930868.0,1128603.0,35745127.0,32520746.0,3224381.0,8211
8212,901455976,MOBILE COMERCIAL SAS,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,"G4741 - Comercio al por menor de computadores, equipos periféricos, programas de informática y equipos de telecomunicaciones en establecimientos especializados",COMERCIO,28450712,553220,9656643,8044697,1611946,19057730.0,0.0,6906567.0,5847841.0,1058726.0,8212
8213,800254610,AGENCIA DE ADUANAS AGECOLDEX SA,SUPERSOCIEDADES,PACÍFICO,VALLE DEL CAUCA,CALI-VALLE,H5229 - Otras actividades complementarias al transporte,SERVICIOS,28450362,1740516,18168230,14689472,3478758,25401368.0,1528580.0,18918135.0,15467806.0,3450329.0,8213
8214,800203210,JAM INTERNACIONAL S.A.S.,SUPERSOCIEDADES,CARIBE,ATLÁNTICO,BARRANQUILLA,C1910 - Fabricación de productos de hornos de coque,MANUFACTURA,28442716,-5555223,48436515,42717116,5719399,37455527.0,1888376.0,46773227.0,35498605.0,11274622.0,8214
8215,901325648,SPORTS & SCIENCE LAB SAS,SUPERSOCIEDADES,EJE CAFETERO,QUINDÍO,ARMENIA-QUINDIO,C1089 - Elaboración de otros productos alimenticios n.c.p.,MANUFACTURA,28435351,324459,13983130,8318718,5664412,26957610.0,588807.0,12855600.0,7420330.0,5435270.0,8215
8216,901039186,INVERSIONES SOTO 13 S.A.S.,SUPERTRANSPORTE,ANTIOQUIA,ANTIOQUIA,MEDELLÍN,H4923 - Transporte de carga por carretera,SERVICIOS,28421978,578816,9899652,4735766,5163886,29180426.113,1393543.779,9985590.941,5401336.721,4584254.221,8216
8217,900620724,SKBERGÉ COLOMBIA GESTIÓN S.A.S.,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,M7010 - Actividades de administración empresarial,SERVICIOS,28420877,-35511,21732007,17822932,3909075,36647482.0,6834535.0,19925774.0,9146653.0,10779121.0,8217
8218,900201945,CARNES ALAMEDA SAS,SUPERSOCIEDADES,PACÍFICO,VALLE DEL CAUCA,CALI-VALLE,C1011 - Procesamiento y conservación de carne y productos cárnicos,MANUFACTURA,28420790,88946,15567115,9204488,6362627,36518987.0,453351.0,13781812.0,7508129.0,6273683.0,8218
8219,901136024,INVERSIONES PALMARIA SAS,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,MEDELLIN,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,SERVICIOS,28418479,1371577,22531826,15978664,6553162,14751217.0,661215.0,17996136.0,11766874.0,6229262.0,8219
8220,811028656,GASOL S.A.S.,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,ENVIGADO-ANTIOQUIA,G4731 - Comercio al por menor de combustible para automotores,COMERCIO,28414222,358851,14108265,5300120,8808145,26962596.0,201379.0,13980390.0,5531096.0,8449294.0,8220
8221,900223683,CONSTRUCTORA TOTEM LTDA.,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,CUNDINAMARCA,COTA-CUNDINAMARCA,F4111 - Construcción de edificios residenciales,CONSTRUCCIÓN,28412749,1393217,16845799,12388771,4457028,8338570.0,281301.0,26782671.0,23718860.0,3063811.0,8221
8222,901277172,FRUTERA TIERRA PROMETIDA SAS,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,G4631 - Comercio al por mayor de productos alimenticios,COMERCIO,28409434,574510,7754688,4925375,2829313,23678186.0,499488.0,7442027.0,5187224.0,2254803.0,8222
8223,860528871,FEPCO SERVICIOS S.A.S,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,B0910 - Actividades de apoyo para la extracción de petróleo y de gas natural,MINERO,28407308,1111412,54650395,30724086,23926309,21064429.0,-1363036.0,30189785.0,6728806.0,23460979.0,8223
8224,811005058,COMERCIALIZADORA LA COSECHA S.A.S.,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,APARTADO-ANTIOQUIA,G4631 - Comercio al por mayor de productos alimenticios,COMERCIO,28405157,204797,7157579,4501911,2655668,27711284.0,151408.0,6599636.0,4148765.0,2450871.0,8224
8225,891201450,BERLIMOTOS LTDA,SUPERSOCIEDADES,PACÍFICO,NARIÑO,PASTO-NARINO,F4329 - Otras instalaciones especializadas,CONSTRUCCIÓN,28396686,65270713,83419336,73709528,9709808,23705766.0,2977736.0,10928153.0,2545912.0,8382241.0,8225
8226,900789301,REPRODUCIR GENETICA AVICOLA SAS,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,A0145 - Cría de aves de corral,AGROPECUARIO,28389691,2161582,9635596,5860098,3775498,16230216.0,662188.0,7114075.0,4667321.0,2446754.0,8226
8227,900931389,ACRE COLOMBIA SAS,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,"G4741 - Comercio al por menor de computadores, equipos periféricos, programas de informática y equipos de telecomunicaciones en establecimientos especializados",COMERCIO,28385639,2348734,24900224,11534050,13366174,26705628.0,1419794.0,20584078.0,9566638.0,11017440.0,8227
8228,900464619,BRAHMA CONCEPT SAS,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,G4772 - Comercio al por menor de todo tipo de calzado y artículos de cuero y sucedáneos del cuero en establecimientos especializados,COMERCIO,28379062,-6529985,17225657,21254984,-4029327,28322682.0,-3032615.0,20707729.0,18207071.0,2500658.0,8228
8229,860523146,MIDWEST COLOMBIANA S.A.S.,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,L6820 - Actividades inmobiliarias realizadas a cambio de una retribución o por contrata,SERVICIOS,28372065,13560495,48816573,17809034,31007539,2267008.0,651055.0,28430202.0,10983448.0,17446754.0,8229
8230,900657493,DELIVERANCE SHIPPING LINE S.A.S.,SUPERTRANSPORTE,CARIBE,SAN ANDRÉS Y PROVIDENCIA,SAN ANDRÉS **,H5022 - Transporte fluvial de carga,SERVICIOS,28354607,3654129,42928136,2550960,40377177,27669681.211,7472291.351,45904256.534,2453696.821,43450559.713,8230
8231,900778095,DESARROLLO ELECTRICO DEL SURIA S.A.S. E.S.P.,SUPERSERVICIOS,ANTIOQUIA,ANTIOQUIA,MEDELLIN,D3512 - Transmisión de energía eléctrica,SERVICIOS,28349882,209112,277873065,272015990,5857075,27466702.0,-17950275.0,299729778.0,310142792.0,-10413014.0,8231
8232,900062988,INDUSTRIA AGROPECUARIA DEL VALLE S.A.,SUPERSOCIEDADES,PACÍFICO,VALLE DEL CAUCA,CALI-VALLE,A0124 - Cultivo de caña de azúcar,AGROPECUARIO,28349279,5114370,82701378,40722880,41978498,25851898.0,4408632.0,80042002.0,43177874.0,36864128.0,8232
8233,800249945,HILOS & SUMINISTROS LTDA,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,G4751 - Comercio al por menor de productos textiles en establecimientos especializados,COMERCIO,28346231,1846377,20016975,11612781,8404194,24841666.0,1465518.0,18173620.0,10576743.0,7596877.0,8233
8234,900545074,"TOSHIBA GLOBAL COMMERCE SOLUTIONS COLOMBIA, S.A.S.",SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,S9511 - Mantenimiento y reparación de computadores y de equipo periférico,SERVICIOS,28344033,695430,30550086,24410596,6139490,22248214.0,-1623953.0,38695282.0,33251222.0,5444060.0,8234
8235,890001572,COMPAÑIA DE SEGURIDAD DEL QUINDIO LTDA EN REORGANIZACION,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,N8010 - Actividades de seguridad privada,SERVICIOS,28342679,784055,10238393,6242557,3995836,18184732.0,257992.0,8142122.0,4930341.0,3211781.0,8235
8236,830145489,GRUPO COANDES SAS,SUPERSOCIEDADES,LLANOS ORIENTALES,META,VILLAVICENCIO-META,C1051 - Elaboración de productos de molinería,MANUFACTURA,28337969,1041226,14031082,2240136,11790946,27255744.0,1197007.0,16089106.0,5339386.0,10749720.0,8236
8237,860056147,GHER ASOCIADOS LTDA,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,"C1012 - Procesamiento y conservación de pescados, crustáceos y moluscos",MANUFACTURA,28337453,246260,16375538,10683334,5692204,26031324.0,508399.0,15141642.0,9695697.0,5445945.0,8237
8238,891408382,AMERICANA DE CURTIDOS LTDA Y CIA SCA,SUPERSOCIEDADES,EJE CAFETERO,RISARALDA,SANTA-ROSA-DE-CABAL-RISARALDA,C1511 - Curtido y recurtido de cueros; recurtido y teñido de pieles,MANUFACTURA,28330837,82868,41726790,25742661,15984129,28800365.0,-3770286.0,37548054.0,21646793.0,15901261.0,8238
8239,830115738,NEWLINK COMUNICACIONES ESTRATEGICAS S.A.S,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,"M7490 - Otras actividades profesionales, científicas y técnicas n.c.p.",SERVICIOS,28325759,246260,7523831,5845812,1678019,26489581.0,202368.0,7279696.0,5645569.0,1634127.0,8239
8240,800242738,LADOINSA LABORES Y DOTACIONES INDUSTRIALES S.A.S,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,N8121 - Limpieza general interior de edificios,SERVICIOS,28323376,-202281,22339166,11267954,11071212,30584190.0,249736.0,19674792.0,6161040.0,13513752.0,8240
8241,900701399,CONFECCIONES CABEGU SAS,SUPERSOCIEDADES,EJE CAFETERO,CALDAS,MANIZALES-CALDAS,"C1410 - Confección de prendas de vestir, excepto prendas de piel",MANUFACTURA,28322859,1540596,19058849,9988844,9070005,23323294.0,1238086.0,20475966.0,12946557.0,7529409.0,8241
8242,800091140,EMPRESA DE DESARROLLO URBANO DE BARRANQUILLA Y LA REGION CARIBE SA,SUPERSOCIEDADES,CARIBE,ATLÁNTICO,BARRANQUILLA,M7020 - Actividades de consultoría de gestión,SERVICIOS,28319710,1373560,774030518,759820056,14210462,23284702.0,259674.0,730965818.0,718128916.0,12836902.0,8242
8243,901318781,EDS SOLO ISUZU S.A.S,SUPERSOCIEDADES,CENTRO - ORIENTE,NORTE DE SANTANDER,CUCUTA-NORTE DE SANTANDER,G4731 - Comercio al por menor de combustible para automotores,COMERCIO,28312251,1258674,7889462,1194271,6695191,29459158.0,2268885.0,6729702.0,1293176.0,5436526.0,8243
8244,800127156,INGENIEROS CIVILES CONTRATISTAS SAS,SUPERSOCIEDADES,CENTRO - ORIENTE,SANTANDER,BUCARAMANGA-SANTANDER,F4290 - Construcción de otras obras de ingeniería civil,CONSTRUCCIÓN,28302810,271926,26801615,3753911,23047704,29675735.0,1151581.0,26198351.0,3422573.0,22775778.0,8244
8245,900564632,PROMI CFC SAS,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,K6613 - Otras actividades relacionadas con el mercado de valores,SERVICIOS,28302592,27715926,386792728,605298,386187430,28996147.0,28547052.0,449345117.0,416580.0,448928537.0,8245
8246,900165846,INPROYECT S.A.S,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,MEDELLIN,M7112 - Actividades de ingeniería y otras actividades conexas de consultoría técnica,SERVICIOS,28297341,110197,21110342,16681722,4428620,22078592.0,92790.0,17943922.0,13625499.0,4318423.0,8246
8247,901337089,MUELLES NAUTICOS SANTA CRUZ S.A.S,SUPERSOCIEDADES,CARIBE,BOLÍVAR,CARTAGENA-BOLIVAR,R9321 - Actividades de parques de atracciones y parques temáticos,SERVICIOS,28294686,919278,23068231,3426402,19641829,24607319.0,6231377.0,32522622.0,5800071.0,26722551.0,8247
8248,901334425,KASKEY COLOMBIA S.A.S.,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,MEDELLIN,"G4651 - Comercio al por mayor de computadores, equipo periférico y programas de informática",COMERCIO,28292786,394231,9107736,8394100,713636,21365222.0,-111595.0,8029704.0,7710299.0,319405.0,8248
8249,901140168,IMPORTACIONES UNIFER S.A.S.,SUPERSOCIEDADES,CARIBE,ATLÁNTICO,GALAPA-ATLANTICO,"G4652 - Comercio al por mayor de equipo, partes y piezas electrónicos y de telecomunicaciones",COMERCIO,28286830,-2051438,10125813,9923797,202016,31201173.0,898485.0,10582230.0,8328776.0,2253454.0,8249
8250,811009988,SIERRAS Y EQUIPOS SA,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,ITAGUI-ANTIOQUIA,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,COMERCIO,28280884,1865218,23099003,9677564,13421439,23555299.0,1682332.0,19809288.0,8253067.0,11556221.0,8250
8251,800169794,"INGENIERIA, SUMINISTROS, MONTAJES Y CONSTRUCCIONS SA EN REORGANIZACIÓN",SUPERSOCIEDADES,CARIBE,ATLÁNTICO,BARRANQUILLA,M7112 - Actividades de ingeniería y otras actividades conexas de consultoría técnica,SERVICIOS,28278989,1880182,95949166,55392021,40557145,23421923.0,1643779.0,56876684.0,42142276.0,14734408.0,8251
8252,901542125,GRUPO SAMANTO S.A.S.,SUPERSOCIEDADES,PACÍFICO,NARIÑO,PASTO-NARINO,G4731 - Comercio al por menor de combustible para automotores,COMERCIO,28272916,416363,6113742,1948375,4165367,26926157.0,1264607.0,5808394.0,2059391.0,3749003.0,8252
8253,811012366,HIERBAS Y PLANTAS TROPICALES S.A.S. BIC,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,ITAGUI-ANTIOQUIA,C1089 - Elaboración de otros productos alimenticios n.c.p.,MANUFACTURA,28269492,1246524,14152238,9797947,4354291,21539799.0,1409467.0,11198772.0,7668165.0,3530607.0,8253
8254,900345143,PEDELTA COLOMBIA S A S,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,M7112 - Actividades de ingeniería y otras actividades conexas de consultoría técnica,SERVICIOS,28267691,-2553339,22837983,13729452,9108531,46186071.0,3653629.0,29782248.0,19199578.0,10582670.0,8254
8255,900883055,PANIFICADORA SANTA CATALINA S.A.S.,SUPERSOCIEDADES,EJE CAFETERO,RISARALDA,PEREIRA-RISARALDA,C1081 - Elaboración de productos de panadería,MANUFACTURA,28267580,2112813,13307320,5366314,7941006,23313002.0,1167568.0,10308328.0,4480135.0,5828193.0,8255
8256,900454187,CENTROS COMERCIALES DEL SUR SAS,SUPERSOCIEDADES,PACÍFICO,VALLE DEL CAUCA,CALI-VALLE,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,SERVICIOS,28265076,19754002,189921031,32991101,156929930,26237393.0,10579899.0,179899248.0,37223320.0,142675928.0,8256
8257,811043176,INTEGRAL INGENIERIA DE SUPERVISION S.A.S.,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,MEDELLIN,M7112 - Actividades de ingeniería y otras actividades conexas de consultoría técnica,SERVICIOS,28261802,3418075,24847565,5567716,19279849,17826833.0,1240936.0,20424895.0,4479656.0,15945239.0,8257
8258,800219130,IINVERSIONES CRIVASI SAS,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,MEDELLIN,G4731 - Comercio al por menor de combustible para automotores,COMERCIO,28252250,2168766,13623634,3628240,9995394,18660864.0,438296.0,11500047.0,3799048.0,7700999.0,8258
8259,800181867,ITECO CONSULTORES S.A.S,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,M7112 - Actividades de ingeniería y otras actividades conexas de consultoría técnica,SERVICIOS,28250749,3674282,21480784,11975333,9505451,13071432.0,1550681.0,8856127.0,3024958.0,5831169.0,8259
8260,890914614,VOESTALPINE HIGH PERFORMANCE METALS COLOMBIA S.A.,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,G4690 - Comercio al por mayor no especializado,COMERCIO,28248682,-2243678,27072997,18476770,8596227,31648382.0,432635.0,26063892.0,14754370.0,11309522.0,8260
8261,821000448,TULUEÑA DE ASEO S.A. E.S.P,SUPERSERVICIOS,PACÍFICO,VALLE DEL CAUCA,PALMIRA,E3811 - Recolección de desechos no peligrosos,SERVICIOS,28239973,2827541,15236556,7686155,7550401,26439430.0,3045776.0,19508819.0,14785959.0,4722860.0,8261
8262,860027700,MANTENIMIENTO ASEO SERVICIOS S.A. MAS S.A.,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,N8121 - Limpieza general interior de edificios,SERVICIOS,28220851,258209,5646324,3070794,2575530,25921991.0,188704.0,5157317.0,2839996.0,2317321.0,8262
8263,805018771,FERRETERIA PINTURAS Y PRODUCTOS AGROPECUARIOS LIMITADA,SUPERSOCIEDADES,PACÍFICO,VALLE DEL CAUCA,CALI-VALLE,"G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",COMERCIO,28216339,1102766,11916996,5639788,6277208,24725917.0,740949.0,11902044.0,6727602.0,5174442.0,8263
